R1,R2,R3,R4,R5,R6,R7,R8,F1,F2,F3,F4,F5,F6,F7,F8,L1,L2,L3,L4,L5,L6,L7,L8,x
0.423420,0.781820,0.942340,0.441440,0.581820,0.960360,0.418180,1.000000,Bajo,Medio,Alto,Medio,Bajo,Medio,Medio,Medio,235,43,523,245,32,533,23,55,Medio
0.459460,0.400000,0.207210,0.398200,0.927270,0.945950,0.454550,0.927270,Medio,Medio,Medio,Medio,Medio,Medio,Medio,Alto,255,22,115,221,51,525,25,51,Medio
0.383780,0.745450,0.758560,0.439640,0.218180,0.560360,0.381820,0.618180,Medio,Bajo,Alto,Medio,Medio,Alto,Medio,Medio,213,41,421,244,12,311,21,34,Medio
0.405410,0.454550,0.200000,0.398200,0.381820,0.992790,0.381820,0.927270,Medio,Medio,Alto,Medio,Bajo,Alto,Medio,Alto,225,25,111,221,21,551,21,51,Medio
0.560360,0.945450,0.740540,0.637840,0.200000,0.218020,0.563640,0.254550,Medio,Medio,Alto,Medio,Medio,Medio,Alto,Medio,311,52,411,354,11,121,31,14,Medio
0.992790,0.600000,0.794590,0.962160,0.981820,0.236040,0.927270,0.254550,Alto,Medio,Medio,Medio,Medio,Medio,Medio,Medio,551,33,441,534,54,131,51,14,Medio
0.614410,0.618180,0.560360,0.600000,0.745450,0.254050,0.563640,0.236360,Bajo,Medio,Medio,Alto,Medio,Medio,Alto,Alto,341,34,311,333,41,141,31,13,Medio
0.796400,0.600000,0.223420,0.776580,0.763640,0.421620,0.800000,0.381820,Medio,Medio,Alto,Medio,Medio,Bajo,Medio,Medio,442,33,124,431,42,234,44,21,Medio
0.223420,0.800000,0.618020,0.257660,0.436360,0.798200,0.236360,0.781820,Alto,Alto,Medio,Medio,Alto,Medio,Alto,Medio,124,44,343,143,24,443,13,43,Alto
0.780180,0.963640,0.812610,0.818020,0.636360,0.596400,0.745450,0.618180,Medio,Medio,Medio,Medio,Bajo,Alto,Medio,Medio,433,53,451,454,35,331,41,34,Medio
0.996400,0.745450,0.922520,0.981980,0.927270,0.562160,0.945450,0.636360,Medio,Bajo,Medio,Alto,Medio,Medio,Medio,Medio,553,41,512,545,51,312,52,35,Medio
0.637840,0.436360,0.745950,0.583780,0.927270,0.800000,0.618180,0.800000,Medio,Medio,Medio,Medio,Medio,Medio,Alto,Medio,354,24,414,324,51,444,34,44,Medio
0.239640,0.945450,0.277480,0.272070,0.636360,0.583780,0.254550,0.563640,Medio,Medio,Medio,Medio,Bajo,Medio,Bajo,Medio,133,52,154,151,35,324,14,31,Bajo
0.272070,0.418180,0.980180,0.225230,0.981820,0.241440,0.254550,0.272730,Medio,Alto,Alto,Medio,Medio,Alto,Bajo,Medio,151,23,544,125,54,134,14,15,Medio
0.581980,0.600000,0.272070,0.596400,0.454550,0.596400,0.563640,0.563640,Medio,Medio,Bajo,Medio,Medio,Alto,Alto,Medio,323,33,151,331,25,331,31,31,Medio
0.600000,0.272730,0.221620,0.560360,0.581820,0.636040,0.600000,0.563640,Bajo,Medio,Medio,Medio,Bajo,Alto,Medio,Medio,333,15,123,311,32,353,33,31,Medio
0.763960,0.236360,0.924320,0.747750,0.381820,0.780180,0.781820,0.818180,Medio,Alto,Medio,Medio,Bajo,Medio,Medio,Medio,424,13,513,415,21,433,43,45,Medio
0.381980,0.927270,0.600000,0.455860,0.236360,0.383780,0.418180,0.418180,Medio,Medio,Medio,Medio,Medio,Medio,Medio,Medio,212,51,333,253,13,213,23,23,Medio
0.434230,0.436360,0.940540,0.405410,0.763640,0.255860,0.400000,0.272730,Medio,Medio,Medio,Alto,Medio,Bajo,Medio,Medio,241,24,522,225,42,142,22,15,Medio
0.261260,0.927270,0.634230,0.275680,0.818180,0.922520,0.218180,0.963640,Medio,Medio,Medio,Medio,Alto,Medio,Medio,Medio,145,51,352,153,45,512,12,53,Medio
1.000000,0.763640,0.980180,0.981980,0.981820,0.944140,0.981820,1.000000,Alto,Medio,Alto,Alto,Medio,Medio,Medio,Medio,555,42,544,545,54,524,54,55,Alto
0.744140,0.418180,0.747750,0.763960,0.200000,0.603600,0.818180,0.618180,Medio,Alto,Bajo,Bajo,Medio,Medio,Medio,Medio,413,23,415,424,11,335,45,34,Medio
0.760360,0.618180,0.744140,0.781980,0.381820,0.437840,0.781820,0.436360,Medio,Medio,Medio,Bajo,Bajo,Bajo,Medio,Medio,422,34,413,434,21,243,43,24,Bajo
0.940540,1.000000,0.760360,0.998200,0.400000,0.454050,0.945450,0.436360,Medio,Medio,Medio,Medio,Alto,Medio,Medio,Medio,522,55,422,554,22,252,52,24,Medio
0.818020,0.763640,0.639640,0.798200,1.000000,0.765770,0.818180,0.781820,Medio,Medio,Alto,Medio,Medio,Medio,Medio,Medio,454,42,355,443,55,425,45,43,Medio
0.418020,0.745450,0.963960,0.441440,0.600000,0.387390,0.454550,0.454550,Medio,Bajo,Medio,Medio,Medio,Medio,Medio,Medio,232,41,535,245,33,215,25,25,Medio
0.637840,0.218180,0.277480,0.560360,1.000000,0.763960,0.618180,0.745450,Medio,Medio,Medio,Medio,Medio,Alto,Alto,Medio,354,12,154,311,55,424,34,41,Medio
0.436040,0.581820,0.581980,0.419820,0.763640,0.401800,0.418180,0.418180,Medio,Medio,Medio,Medio,Medio,Medio,Medio,Medio,242,32,323,233,42,223,23,23,Medio
0.257660,0.927270,0.780180,0.277480,0.781820,0.563960,0.236360,0.618180,Alto,Medio,Medio,Medio,Medio,Medio,Alto,Medio,143,51,433,154,43,313,13,34,Medio
0.998200,0.818180,0.257660,0.974770,0.981820,0.816220,0.963640,0.745450,Medio,Alto,Alto,Medio,Medio,Medio,Medio,Medio,554,45,143,541,54,453,53,41,Medio
0.747750,0.563640,0.454050,0.778380,0.272730,0.922520,0.763640,0.945450,Medio,Medio,Alto,Medio,Medio,Medio,Alto,Medio,415,31,252,432,15,512,42,52,Medio
1.000000,0.218180,0.387390,0.922520,0.927270,0.945950,1.000000,0.945450,Alto,Medio,Medio,Medio,Medio,Medio,Medio,Medio,555,12,215,512,51,525,55,52,Medio
0.200000,0.254550,0.927930,0.207210,0.200000,0.261260,0.272730,0.272730,Medio,Medio,Medio,Medio,Medio,Medio,Bajo,Medio,111,14,515,115,11,145,15,15,Medio
0.398200,0.600000,0.436040,0.418020,0.436360,0.237840,0.400000,0.218180,Medio,Medio,Medio,Bajo,Alto,Medio,Medio,Bajo,221,33,242,232,24,132,22,12,Medio
0.200000,0.418180,0.740540,0.223420,0.200000,0.236040,0.200000,0.254550,Medio,Alto,Alto,Medio,Medio,Medio,Bajo,Medio,111,23,411,124,11,131,11,14,Medio
0.963960,0.763640,0.637840,0.978380,0.636360,0.944140,0.981820,0.963640,Medio,Medio,Bajo,Medio,Bajo,Medio,Medio,Medio,535,42,354,543,35,524,54,53,Bajo
0.745950,0.745450,0.400000,0.796400,0.218180,0.742340,0.763640,0.763640,Medio,Bajo,Bajo,Alto,Medio,Medio,Alto,Alto,414,41,222,442,12,412,42,42,Medio
0.455860,0.800000,0.401800,0.436040,0.945450,0.618020,0.418180,0.581820,Medio,Alto,Alto,Medio,Medio,Alto,Medio,Alto,253,44,223,242,52,343,23,32,Alto
0.223420,1.000000,0.796400,0.277480,0.436360,0.814410,0.218180,0.800000,Alto,Medio,Alto,Medio,Alto,Alto,Medio,Medio,124,55,442,154,24,452,12,44,Alto
0.441440,0.400000,0.922520,0.405410,0.745450,0.940540,0.400000,1.000000,Alto,Medio,Medio,Alto,Medio,Medio,Medio,Medio,245,22,512,225,41,522,22,55,Medio
0.922520,0.454550,0.380180,0.940540,0.200000,0.452250,0.927270,0.400000,Alto,Medio,Medio,Medio,Medio,Medio,Medio,Bajo,512,25,211,522,11,251,51,22,Medio
0.639640,0.945450,0.583780,0.636040,0.945450,0.944140,0.618180,0.963640,Alto,Medio,Bajo,Bajo,Medio,Medio,Alto,Medio,355,52,324,353,52,524,34,53,Medio
0.639640,0.381820,0.992790,0.585590,1.000000,0.920720,0.563640,1.000000,Alto,Alto,Medio,Medio,Medio,Medio,Alto,Medio,355,21,551,325,55,511,31,55,Alto
0.926130,0.981820,0.600000,0.996400,0.236360,0.798200,0.963640,0.781820,Bajo,Bajo,Medio,Bajo,Medio,Medio,Medio,Medio,514,54,333,553,13,443,53,43,Bajo
0.437840,0.927270,0.578380,0.455860,0.763640,0.560360,0.381820,0.600000,Alto,Medio,Alto,Medio,Medio,Alto,Medio,Medio,243,51,321,253,42,311,21,33,Alto
0.938740,0.781820,0.996400,0.981980,0.454550,0.239640,0.963640,0.272730,Alto,Medio,Medio,Alto,Medio,Medio,Medio,Medio,521,43,553,545,25,133,53,15,Medio
0.218020,0.963640,0.223420,0.272070,0.400000,0.241440,0.254550,0.200000,Medio,Medio,Alto,Medio,Alto,Alto,Bajo,Bajo,121,53,124,151,22,134,14,11,Medio
0.436040,0.218180,0.259460,0.380180,0.800000,0.403600,0.436360,0.381820,Medio,Medio,Medio,Alto,Medio,Medio,Medio,Medio,242,12,144,211,44,224,24,21,Medio
0.816220,0.745450,0.562160,0.798200,0.927270,0.562160,0.763640,0.600000,Medio,Bajo,Medio,Medio,Medio,Medio,Alto,Medio,453,41,312,443,51,312,42,33,Medio
0.434230,0.400000,0.437840,0.400000,0.800000,0.221620,0.418180,0.218180,Medio,Medio,Medio,Alto,Medio,Medio,Medio,Bajo,241,22,243,222,44,123,23,12,Medio
0.776580,0.236360,0.257660,0.740540,0.618180,0.239640,0.781820,0.200000,Medio,Alto,Alto,Medio,Bajo,Medio,Medio,Bajo,431,13,143,411,34,133,43,11,Medio
0.742340,0.418180,0.632430,0.762160,0.272730,0.416220,0.745450,0.418180,Medio,Alto,Medio,Medio,Medio,Alto,Medio,Medio,412,23,351,423,15,231,41,23,Medio
0.419820,1.000000,0.598200,0.455860,0.600000,0.634230,0.400000,0.600000,Medio,Medio,Bajo,Medio,Medio,Alto,Medio,Medio,233,55,332,253,33,352,22,33,Medio
0.940540,0.600000,0.814410,0.962160,0.454550,0.418020,0.945450,0.436360,Medio,Medio,Medio,Medio,Medio,Bajo,Medio,Medio,522,33,452,534,25,232,52,24,Medio
0.780180,0.418180,0.218020,0.758560,0.581820,0.596400,0.745450,0.563640,Medio,Alto,Medio,Medio,Bajo,Alto,Medio,Medio,433,23,121,421,32,331,41,31,Medio
0.455860,0.927270,0.819820,0.457660,1.000000,0.567570,0.454550,0.618180,Medio,Medio,Medio,Medio,Medio,Medio,Medio,Medio,253,51,455,254,55,315,25,34,Medio
0.273870,0.218180,0.780180,0.205410,0.963640,0.401800,0.236360,0.436360,Bajo,Medio,Medio,Medio,Medio,Medio,Alto,Medio,152,12,433,114,53,223,13,24,Medio
0.762160,0.400000,0.992790,0.765770,0.454550,0.578380,0.745450,0.636360,Medio,Medio,Medio,Medio,Medio,Medio,Medio,Medio,423,22,551,425,25,321,41,35,Medio
0.763960,0.745450,0.405410,0.796400,0.400000,0.747750,0.818180,0.763640,Medio,Bajo,Medio,Alto,Alto,Medio,Medio,Alto,424,41,225,442,22,415,45,42,Medio
1.000000,0.254550,0.940540,0.927930,0.945450,0.976580,0.945450,1.000000,Alto,Medio,Medio,Medio,Medio,Alto,Medio,Medio,555,14,522,515,52,542,52,55,Medio
0.221620,0.218180,0.745950,0.205410,0.381820,0.583780,0.254550,0.618180,Medio,Medio,Medio,Medio,Bajo,Medio,Bajo,Medio,123,12,414,114,21,324,14,34,Bajo
0.938740,0.600000,0.639640,0.960360,0.454550,0.243240,1.000000,0.236360,Alto,Medio,Alto,Alto,Medio,Alto,Medio,Alto,521,33,355,533,25,135,55,13,Alto
0.600000,0.745450,0.816220,0.619820,0.636360,0.563960,0.600000,0.618180,Bajo,Bajo,Medio,Medio,Bajo,Medio,Medio,Medio,333,41,453,344,35,313,33,34,Bajo
0.637840,0.581820,0.618020,0.600000,0.981820,0.762160,0.600000,0.781820,Medio,Medio,Medio,Alto,Medio,Medio,Medio,Medio,354,32,343,333,54,423,33,43,Medio
0.814410,0.927270,0.940540,0.819820,0.945450,0.381980,0.763640,0.454550,Bajo,Medio,Medio,Bajo,Medio,Medio,Alto,Medio,452,51,522,455,52,212,42,25,Medio
0.958560,0.745450,0.819820,0.980180,0.636360,0.387390,1.000000,0.436360,Alto,Bajo,Medio,Bajo,Bajo,Medio,Medio,Medio,532,41,455,544,35,215,55,24,Bajo
0.744140,0.763640,0.237840,0.794590,0.236360,0.580180,0.763640,0.563640,Medio,Medio,Medio,Medio,Medio,Medio,Alto,Medio,413,42,132,441,13,322,42,31,Medio
0.632430,0.618180,0.632430,0.600000,1.000000,0.254050,0.563640,0.236360,Alto,Medio,Medio,Alto,Medio,Medio,Alto,Alto,351,34,351,333,55,141,31,13,Alto
0.583780,0.800000,0.243240,0.614410,0.418180,0.801800,0.636360,0.745450,Alto,Alto,Medio,Medio,Medio,Medio,Bajo,Medio,324,44,135,341,23,445,35,41,Medio
0.765770,0.218180,0.565770,0.744140,0.381820,0.944140,0.800000,0.963640,Alto,Medio,Bajo,Medio,Bajo,Medio,Medio,Medio,425,12,314,413,21,524,44,53,Medio
0.457660,0.945450,0.614410,0.455860,0.981820,0.758560,0.381820,0.781820,Medio,Medio,Medio,Medio,Medio,Medio,Medio,Medio,254,52,341,253,54,421,21,43,Medio
0.639640,0.200000,0.459460,0.562160,1.000000,0.927930,0.636360,0.945450,Alto,Medio,Alto,Bajo,Medio,Bajo,Bajo,Medio,355,11,255,312,55,515,35,52,Medio
0.942340,0.618180,0.978380,0.963960,0.436360,0.618020,0.963640,0.636360,Alto,Medio,Medio,Bajo,Alto,Alto,Medio,Medio,523,34,543,535,24,343,53,35,Medio
0.637840,0.381820,0.783780,0.583780,0.963640,0.747750,0.636360,0.800000,Medio,Alto,Bajo,Medio,Medio,Medio,Bajo,Medio,354,21,435,324,53,415,35,44,Medio
0.272070,0.254550,0.621620,0.203600,0.981820,0.261260,0.272730,0.236360,Medio,Medio,Medio,Medio,Medio,Medio,Bajo,Alto,151,14,345,113,54,145,15,13,Medio
0.596400,1.000000,0.796400,0.637840,0.618180,0.273870,0.581820,0.254550,Medio,Medio,Alto,Medio,Bajo,Alto,Medio,Medio,331,55,442,354,34,152,32,14,Medio
0.585590,0.800000,0.275680,0.614410,0.454550,0.978380,0.600000,0.927270,Medio,Alto,Medio,Medio,Medio,Alto,Medio,Alto,325,44,153,341,25,543,33,51,Alto
0.639640,0.454550,0.562160,0.581980,0.927270,0.994590,0.581820,0.963640,Alto,Medio,Medio,Bajo,Medio,Bajo,Medio,Medio,355,25,312,323,51,552,32,53,Medio
0.578380,0.272730,0.926130,0.567570,0.381820,0.277480,0.618180,0.272730,Medio,Medio,Bajo,Alto,Bajo,Medio,Alto,Medio,321,15,514,315,21,154,34,15,Medio
0.998200,0.981820,0.203600,0.992790,0.927270,0.798200,0.963640,0.745450,Medio,Bajo,Medio,Alto,Medio,Medio,Medio,Medio,554,54,113,551,51,443,53,41,Medio
0.601800,0.218180,0.255860,0.560360,0.618180,0.760360,0.581820,0.745450,Bajo,Medio,Medio,Medio,Bajo,Alto,Medio,Medio,334,12,142,311,34,422,32,41,Medio
0.385590,0.236360,0.760360,0.385590,0.218180,0.778380,0.400000,0.800000,Medio,Alto,Medio,Medio,Medio,Medio,Medio,Medio,214,13,422,214,12,432,22,44,Medio
0.272070,0.381820,0.601800,0.221620,0.963640,0.205410,0.254550,0.236360,Medio,Alto,Alto,Medio,Medio,Medio,Bajo,Alto,151,21,334,123,53,114,14,13,Medio
0.945950,0.945450,0.405410,0.994590,0.400000,0.945950,1.000000,0.945450,Medio,Medio,Medio,Alto,Alto,Medio,Medio,Medio,525,52,225,552,22,525,55,52,Medio
0.387390,0.600000,0.273870,0.416220,0.272730,0.958560,0.400000,0.927270,Medio,Medio,Bajo,Bajo,Medio,Medio,Medio,Alto,215,33,152,231,15,532,22,51,Medio
0.794590,0.636360,0.457660,0.778380,0.818180,0.277480,0.800000,0.218180,Medio,Bajo,Medio,Medio,Alto,Medio,Medio,Bajo,441,35,254,432,45,154,44,12,Medio
0.401800,0.381820,0.255860,0.398200,0.436360,0.562160,0.400000,0.563640,Medio,Alto,Medio,Medio,Alto,Medio,Medio,Medio,223,21,142,221,24,312,22,31,Medio
0.437840,0.218180,0.992790,0.387390,0.818180,0.578380,0.381820,0.636360,Alto,Medio,Medio,Bajo,Alto,Medio,Medio,Medio,243,12,551,215,45,321,21,35,Medio
0.980180,0.272730,0.400000,0.922520,0.763640,0.814410,0.945450,0.763640,Alto,Medio,Bajo,Medio,Medio,Alto,Medio,Alto,544,15,222,512,42,452,52,42,Medio
0.639640,0.763640,0.816220,0.619820,1.000000,0.942340,0.600000,0.981820,Alto,Medio,Medio,Medio,Medio,Medio,Medio,Medio,355,42,453,344,55,523,33,54,Medio
0.783780,0.581820,0.421620,0.778380,0.600000,0.944140,0.800000,0.945450,Alto,Medio,Medio,Medio,Medio,Medio,Medio,Medio,435,32,234,432,33,524,44,52,Medio
0.763960,0.927270,0.614410,0.816220,0.436360,0.740540,0.745450,0.781820,Medio,Medio,Medio,Medio,Alto,Medio,Medio,Medio,424,51,341,453,24,411,41,43,Medio
0.257660,0.418180,0.963960,0.225230,0.781820,0.603600,0.272730,0.636360,Alto,Alto,Medio,Medio,Medio,Medio,Bajo,Medio,143,23,535,125,43,335,15,35,Medio
0.259460,1.000000,0.816220,0.277480,0.818180,0.816220,0.236360,0.800000,Medio,Medio,Medio,Medio,Alto,Medio,Alto,Medio,144,55,453,154,45,453,13,44,Medio
0.436040,0.454550,0.239640,0.398200,0.781820,0.455860,0.418180,0.381820,Medio,Medio,Bajo,Medio,Medio,Medio,Medio,Medio,242,25,133,221,43,253,23,21,Medio
0.996400,0.563640,0.614410,0.960360,0.981820,0.560360,0.927270,0.600000,Medio,Medio,Medio,Alto,Medio,Alto,Medio,Medio,553,31,341,533,54,311,51,33,Medio
0.621620,0.618180,0.634230,0.600000,0.818180,0.976580,0.581820,0.963640,Alto,Medio,Medio,Alto,Alto,Alto,Medio,Medio,345,34,352,333,45,542,32,53,Alto
0.205410,0.254550,0.600000,0.203600,0.236360,0.798200,0.236360,0.781820,Medio,Medio,Medio,Medio,Medio,Medio,Alto,Medio,114,14,333,113,13,443,13,43,Medio
0.798200,0.781820,0.758560,0.800000,0.763640,0.596400,0.745450,0.618180,Medio,Medio,Alto,Medio,Medio,Alto,Medio,Medio,443,43,421,444,42,331,41,34,Medio
0.974770,0.945450,0.780180,0.998200,0.781820,0.221620,0.963640,0.254550,Medio,Medio,Medio,Medio,Medio,Medio,Medio,Medio,541,52,433,554,43,123,53,14,Medio
0.926130,0.600000,0.455860,0.958560,0.272730,0.780180,0.963640,0.763640,Bajo,Medio,Medio,Medio,Medio,Medio,Medio,Alto,514,33,253,532,15,433,53,42,Medio
0.798200,0.781820,0.243240,0.794590,0.781820,0.603600,0.818180,0.563640,Medio,Medio,Medio,Medio,Medio,Medio,Medio,Medio,443,43,135,441,43,335,45,31,Medio
0.938740,0.236360,0.783780,0.926130,0.418180,0.243240,1.000000,0.254550,Alto,Alto,Bajo,Alto,Medio,Alto,Medio,Medio,521,13,435,514,23,135,55,14,Alto
0.922520,0.400000,0.418020,0.940540,0.236360,0.400000,0.945450,0.400000,Alto,Medio,Alto,Medio,Medio,Alto,Medio,Bajo,512,22,232,522,13,222,52,22,Medio
0.596400,0.218180,0.275680,0.560360,0.636360,0.221620,0.600000,0.200000,Medio,Medio,Medio,Medio,Bajo,Medio,Medio,Bajo,331,12,153,311,35,123,33,11,Bajo
0.942340,0.745450,0.974770,0.981980,0.436360,0.560360,0.927270,0.636360,Alto,Bajo,Medio,Alto,Alto,Alto,Medio,Medio,523,41,541,545,24,311,51,35,Alto
0.981980,0.618180,0.221620,0.956760,0.763640,0.978380,0.963640,0.927270,Medio,Medio,Medio,Bajo,Medio,Alto,Medio,Alto,545,34,123,531,42,543,53,51,Medio
0.744140,0.781820,0.459460,0.796400,0.272730,0.603600,0.818180,0.581820,Medio,Medio,Alto,Alto,Medio,Medio,Medio,Alto,413,43,255,442,15,335,45,32,Alto
0.423420,0.818180,0.818020,0.439640,0.636360,0.998200,0.436360,0.981820,Bajo,Alto,Medio,Medio,Bajo,Medio,Medio,Medio,235,45,454,244,35,554,24,54,Medio
0.436040,0.581820,0.254050,0.416220,0.800000,0.398200,0.381820,0.381820,Medio,Medio,Medio,Bajo,Medio,Medio,Medio,Medio,242,32,141,231,44,221,21,21,Medio
0.742340,0.963640,0.401800,0.814410,0.218180,0.419820,0.781820,0.400000,Medio,Medio,Alto,Medio,Medio,Alto,Medio,Bajo,412,53,223,452,12,233,43,22,Medio
0.992790,0.418180,0.781980,0.944140,0.963640,0.241440,0.981820,0.254550,Alto,Alto,Alto,Alto,Medio,Alto,Medio,Medio,551,23,434,524,53,134,54,14,Alto
0.926130,0.927270,0.221620,0.992790,0.218180,0.744140,0.963640,0.745450,Bajo,Medio,Medio,Alto,Medio,Bajo,Medio,Medio,514,51,123,551,12,413,53,41,Medio
0.405410,0.400000,0.778380,0.403600,0.418180,0.940540,0.400000,0.981820,Medio,Medio,Alto,Bajo,Medio,Medio,Medio,Medio,225,22,432,224,23,522,22,54,Medio
0.200000,0.963640,0.758560,0.277480,0.218180,0.236040,0.200000,0.254550,Medio,Medio,Alto,Medio,Medio,Medio,Bajo,Medio,111,53,421,154,12,131,11,14,Medio
0.744140,0.418180,0.434230,0.760360,0.254550,0.596400,0.745450,0.581820,Medio,Alto,Medio,Medio,Alto,Alto,Medio,Alto,413,23,241,422,14,331,41,32,Alto
0.219820,0.600000,0.203600,0.236040,0.381820,0.419820,0.236360,0.381820,Medio,Medio,Medio,Bajo,Bajo,Alto,Alto,Medio,122,33,113,131,21,233,13,21,Medio
0.562160,0.963640,0.922520,0.639640,0.200000,0.418020,0.581820,0.454550,Alto,Medio,Medio,Medio,Medio,Bajo,Medio,Medio,312,53,512,355,11,232,32,25,Medio
0.781980,0.236360,0.416220,0.742340,0.600000,0.776580,0.745450,0.763640,Alto,Alto,Medio,Medio,Medio,Alto,Medio,Alto,434,13,231,412,33,431,41,42,Alto
0.800000,0.818180,0.454050,0.796400,0.818180,0.814410,0.763640,0.763640,Alto,Alto,Alto,Alto,Alto,Alto,Alto,Alto,444,45,252,442,45,452,42,42,Alto
0.277480,0.272730,0.760360,0.205410,0.945450,0.814410,0.218180,0.800000,Medio,Medio,Medio,Medio,Medio,Alto,Medio,Medio,154,15,422,114,52,452,12,44,Medio
0.596400,0.218180,0.922520,0.567570,0.563640,0.219820,0.581820,0.272730,Medio,Medio,Medio,Alto,Medio,Bajo,Medio,Medio,331,12,512,315,31,122,32,15,Medio
0.962160,0.745450,0.225230,0.974770,0.581820,0.747750,1.000000,0.745450,Medio,Bajo,Medio,Medio,Bajo,Medio,Medio,Medio,534,41,125,541,32,415,55,41,Bajo
0.798200,0.200000,0.637840,0.744140,0.818180,0.565770,0.800000,0.600000,Medio,Medio,Bajo,Medio,Alto,Medio,Medio,Medio,443,11,354,413,45,314,44,33,Medio
0.203600,0.818180,0.401800,0.255860,0.218180,0.636040,0.236360,0.581820,Medio,Alto,Alto,Medio,Medio,Alto,Alto,Alto,113,45,223,142,12,353,13,32,Alto
0.275680,0.963640,0.744140,0.277480,0.927270,0.600000,0.236360,0.618180,Bajo,Medio,Medio,Medio,Medio,Bajo,Alto,Medio,153,53,413,154,51,333,13,34,Medio
0.565770,0.945450,0.436040,0.634230,0.254550,0.760360,0.581820,0.763640,Medio,Medio,Medio,Medio,Alto,Alto,Medio,Alto,314,52,242,352,14,422,32,42,Alto
0.814410,0.818180,0.261260,0.794590,0.981820,0.459460,0.818180,0.381820,Bajo,Alto,Medio,Medio,Medio,Bajo,Medio,Medio,452,45,145,441,54,255,45,21,Medio
0.272070,0.636360,0.401800,0.237840,0.945450,0.275680,0.236360,0.218180,Medio,Bajo,Alto,Medio,Medio,Bajo,Alto,Bajo,151,35,223,132,52,153,13,12,Medio
0.618020,0.200000,0.381980,0.562160,0.745450,0.562160,0.581820,0.581820,Medio,Medio,Medio,Bajo,Medio,Medio,Medio,Alto,343,11,212,312,41,312,32,32,Medio
0.636040,0.581820,0.405410,0.598200,0.945450,0.585590,0.636360,0.581820,Medio,Medio,Medio,Medio,Medio,Bajo,Bajo,Alto,353,32,225,332,52,325,35,32,Medio
0.639640,0.945450,0.600000,0.636040,0.963640,0.942340,0.600000,0.963640,Alto,Medio,Medio,Bajo,Medio,Medio,Medio,Medio,355,52,333,353,53,523,33,53,Medio
0.585590,0.200000,0.381980,0.562160,0.381820,0.922520,0.581820,0.945450,Medio,Medio,Medio,Bajo,Bajo,Medio,Medio,Medio,325,11,212,312,21,512,32,52,Bajo
0.765770,0.800000,0.434230,0.796400,0.436360,0.974770,0.745450,0.945450,Alto,Alto,Medio,Alto,Alto,Medio,Medio,Medio,425,44,241,442,24,541,41,52,Alto
0.580180,0.218180,0.776580,0.565770,0.418180,0.398200,0.563640,0.436360,Medio,Medio,Medio,Alto,Medio,Medio,Alto,Medio,322,12,431,314,23,221,31,24,Medio
0.416220,0.763640,0.385590,0.436040,0.563640,0.223420,0.436360,0.218180,Bajo,Medio,Medio,Medio,Medio,Medio,Medio,Bajo,231,42,214,242,31,124,24,12,Bajo
0.581980,0.945450,0.924320,0.639640,0.381820,0.581980,0.600000,0.636360,Medio,Medio,Medio,Medio,Bajo,Medio,Medio,Medio,323,52,513,355,21,323,33,35,Medio
0.437840,0.200000,0.387390,0.381980,0.745450,0.567570,0.454550,0.581820,Alto,Medio,Medio,Bajo,Medio,Medio,Medio,Alto,243,11,215,212,41,315,25,32,Medio
0.974770,0.381820,0.940540,0.945950,0.763640,0.201800,0.945450,0.272730,Medio,Alto,Medio,Alto,Medio,Medio,Medio,Medio,541,21,522,525,42,112,52,15,Medio
0.257660,0.563640,0.418020,0.237840,0.781820,0.562160,0.218180,0.581820,Alto,Medio,Alto,Medio,Medio,Medio,Medio,Alto,143,31,232,132,43,312,12,32,Alto
0.452250,0.818180,0.383780,0.436040,0.927270,0.275680,0.418180,0.218180,Medio,Alto,Medio,Medio,Medio,Bajo,Medio,Bajo,251,45,213,242,51,153,23,12,Medio
0.455860,0.600000,0.798200,0.421620,0.981820,0.600000,0.418180,0.618180,Medio,Medio,Medio,Medio,Medio,Bajo,Medio,Medio,253,33,443,234,54,333,23,34,Medio
0.762160,0.436360,0.403600,0.760360,0.400000,0.619820,0.800000,0.581820,Medio,Medio,Medio,Medio,Alto,Medio,Medio,Alto,423,24,224,422,22,344,44,32,Medio
0.962160,0.945450,0.237840,0.992790,0.600000,0.760360,0.945450,0.745450,Medio,Medio,Medio,Alto,Medio,Alto,Medio,Medio,534,52,132,551,33,422,52,41,Medio
0.994590,0.400000,0.207210,0.938740,0.927270,0.405410,1.000000,0.381820,Medio,Medio,Medio,Medio,Medio,Medio,Medio,Medio,552,22,115,521,51,225,55,21,Medio
0.455860,0.381820,0.942340,0.405410,0.945450,0.563960,0.418180,0.636360,Medio,Alto,Alto,Alto,Medio,Medio,Medio,Medio,253,21,523,225,52,313,23,35,Alto
0.383780,1.000000,0.619820,0.455860,0.254550,0.637840,0.436360,0.600000,Medio,Medio,Alto,Medio,Alto,Medio,Medio,Medio,213,55,344,253,14,354,24,33,Medio
0.814410,0.254550,0.616220,0.744140,0.981820,0.436040,0.763640,0.418180,Bajo,Medio,Alto,Medio,Medio,Medio,Alto,Medio,452,14,342,413,54,242,42,23,Medio
